,AIF1,CD11B,AOAH,ARHGAP25,ZNF101,CEP68,GLRX,COQ8A,GPR155,SELPLG,PDP1,RNF214,STK10,CORO7,ITFG2,FOXP3,PRSS23,SAMHD1,PRKCB,TNFSF8,ADRB2,MYO1G,LITAF,ADGRG1,VCL,STMN3,ZAP70,TRMT1,CD28,SLA,GAB3,TMEM123,GZMB,RASSF1,TSHZ2,PDK1,AGTPBP1,SVIL,CD5,FANK1,LEF1,LCK,MTSS1,SGSM3,UCHL1,DSTN,CD248,RASGRP2,TRAF3IP3,WDR43,PLEK,CLDND1,GLUT1,PDE3B,FCRL6,RTKN2,GIMAP2,CCM2,CD38,PATL2,CD8B,TBX21,GLTSCR2,LDHB,FKBP5,TTC16,RIC3,CX3CR1,NELL2,SCML4,CD127,ARHGEF18,RAP1GAP2,LGALS1,WDR37,GPR183,CD42b,BEX4,NOSIP,ADAM8,IL2RA,SNURF,CCR10,CD161,NPM1,GCSAM,SLCO4C1,TTN,SERINC5,FCRL3,RGS19,FAM102A,LMO7,TMEM204,C12orf75,SPON2,CCL5,GIMAP5,OXNAD1,ATP2B1,KCNAB2,SPINT2,CAMK4,EIF3L,CD19,TIGIT,Helios,C1orf21,LTB,LLGL2,FCMR,TRAT1,TMEM63A,KLRF1,ARHGAP45,VEZF1,B3GNT2,BIRC3,SRPK2,CD247,FAM117B,CD6,CAPN2,EIF3E,CD27,NDFIP1,CD62L,APBA2,PLEKHG3,MBP,TIM3,DGKA,FAM110A,GITR,TPCN1,FHIT,SH3BP5,TOMM7,ACTN1,CD3G,LILRB1,NOG,LDLRAP1,GIMAP8,CD3E,MYO1F,C1orf228,SPTBN1,CCR4,CD48,PASK,CTLA4,GZMA,RSL1D1,CD146,LRRC75A,IL-17,APEX1,CORO1A,CD39,PI16,IGF1R,SH3YL1,GLUL,IL17RA,CEP78,ABLIM1,CD101,FYB1,HAPLN3,TTC39C,USP28,OSBPL5,NT5E,CCR6,GK5,LPCAT1,EPHX2,CD272,FOXP1,FAM60A,AHNAK,PXN,SLC9A3R1,THEM4,CD122,TBC1D4,GZMK,CXCR3,ELK3,TM4SF19,F5,ITGAL,TRABD2A,CD57,CCDC141,ITK,UBQLN2,CD95,GNLY,CCR8,CD3D,PLEKHB1,CASP2,PRKCA,FCGR3B,SAMD3,CD71,FCGR3A,CPNE2,LCP2,CASP8,CD18,TLDC2,RCAN3,CORO7-PAM16,HPGD,C6orf48,CD31,BACH2,BIN2,IL2RG,PSIP1,SLC40A1,CD2,CXCR4,CD29,CMTM7,SYNE1,SNX20,CD45,ARL4C,SH2D1A,ATM,TTC38,MAML2,EEF1B2,BCL2,TPST2,LMNA,TESPA1,TCF7,TGFBR3,CD69,NPAT,CD56,MLXIP,IL10RA,IL-4,S1PR5,EXOSC8,ISG20,CD49D,R3HDM4,CD30,FGR,VIPR1,CD14,PIK3IP1,THAP7,TRAP1,C1orf162,FUT11,CD55,METTL7A,CA6,RPS5,TRIM16,TAGLN2,ZEB2,STAM,RACK1,LRRN3,TXK,EMP3,SATB1,FLNA,MYC,FGFBP2,CD52,RAP1B,KLRD1,CD4,MAL,CD8,RAP2B,PIK3R5,ZNF683,RNF166,USP15,GZMH,EFHD2,NKG7,PD-1,CD53,CD37,SNED1,CD197,PTPRCAP,ZNF600,CD300A,SMAP2,EEF2,RPS8
Cell_394,1,0,0,0,0,0,0,3,5,0,1,1,1,1,0,0,1,1,0,6,0,2,3,0,0,0,0,0,2,0,0,0,0,2,0,0,87,0,0,11,0,0,1,0,0,0,29,0,0,0,0,4,0,0,0,0,0,11,2,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,13,0,0,0,0,0,0,1,1,0,0,0,0,5,0,0,0,0,0,29,1,0,0,0,0,0,0,1,1,3,0,0,0,0,4,1,0,0,0,4,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,7,274,0,0,0,1,13,0,0,0,0,0,0,3,0,46,0,2,9,4,0,0,0,0,0,0,0,15,0,0,8,0,0,0,0,2,0,2,0,0,2,12,0,0,0,0,0,0,5,0,2,0,0,0,1,0,0,0,0,1,3,0,17,0,0,0,0,0,2,15,0,0,0,0,0,0,0,3,2,0,0,16,104,0,0,0,1,0,2,2,0,0,0,0,6,1,0,0,0,0,0,0,0,1,2,2,2,3,0,1,1,0,0,23,0,1,1,0,1,0,1,1,0,0,7,0,0,0,0,0,0,2,0,20,0,0,0,0,0,2,1,0,0,0,0,3,21,0,0,4
Cell_395,0,0,0,2,0,4,0,0,6,0,0,0,0,4,0,0,16,5,0,0,0,0,0,1,0,0,0,0,0,0,12,0,0,2,7,0,20,0,0,27,2,0,2,2,1,0,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,14,1,2,0,27,2,0,0,1,1,0,2,0,11,0,0,0,1,0,0,0,0,0,1,0,0,2,3,0,0,0,0,2,0,12,0,0,1,1,0,0,22,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,1,0,0,0,4,0,0,0,0,11,0,59,0,0,0,0,0,0,0,0,0,0,2,232,0,0,0,1,0,0,0,11,0,0,0,0,0,11,1,3,4,0,0,1,2,1,23,0,0,0,7,0,0,0,0,0,0,17,10,0,0,16,0,1,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,48,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,2,8,0,0,0,65,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,12,2,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,5,0,0,0,0,0,0,2,0,0,1,0,132,0,23
Cell_396,0,0,0,0,0,10,0,11,4,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,8,0,0,1,7,0,27,0,0,0,2,0,0,0,0,25,1,1,0,0,0,0,1,0,0,0,2,1,0,0,0,0,1,0,0,39,7,1,0,15,0,0,11,0,0,0,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,1,4,1,7,0,6,0,8,0,0,0,0,36,129,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,8,1,6,0,0,0,0,0,0,0,0,0,0,0,3,4,1,0,0,0,0,213,0,0,0,1,0,0,0,2,1,5,2,0,1,0,0,0,0,0,0,2,1,0,0,2,7,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,1,13,0,3,0,0,0,0,20,0,1,0,24,0,3,0,0,1,0,0,0,0,23,0,0,7,0,0,0,0,0,0,0,124,1,0,0,2,0,0,11,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,33,0,0,0,0,5,0,1,0,0,0,1,0,0,5,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,29,0,0,0,0,0,0,72,0,0,0,0,0,0,0
Cell_397,2,1,0,0,0,51,1,0,0,0,7,1,1,2,0,0,0,2,0,0,0,7,3,0,1,0,0,1,0,0,0,3,2,17,0,0,7,0,0,0,0,0,1,0,0,3,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0,0,0,40,0,0,0,0,11,0,0,4,0,0,2,0,5,0,1,0,0,3,2,1,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,2,0,0,0,0,0,33,3,1,0,0,0,0,0,0,0,2,2,0,0,2,2,3,4,0,0,14,4,0,0,0,1,0,0,0,0,0,9,0,0,0,1,2,0,0,0,0,7,0,2,0,0,0,0,21,0,1,1,0,0,0,0,0,4,0,6,10,0,0,0,0,9,1,0,0,0,0,0,17,0,0,0,1,0,1,0,0,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,1,0,3,0,0,0,0,0,2,8,0,1,0,0,12,0,0,2,0,0,5,0,0,0,2,0,0,0,0,0,0,9,0,0,12,3,1,0,0,51,0,0,1,0,0,4,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,36,2,0,37,0,0,0,0,0,0,1,0,0,30,1,2,0,30
Cell_398,0,0,0,0,2,0,2,0,0,0,0,109,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,85,2,0,0,0,0,0,2,0,3,7,0,0,1,0,0,0,2,0,1,0,3,0,0,0,2,3,2,1,5,4,0,0,0,0,0,0,0,0,2,2,1,1,4,1,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,1,10,0,5,0,0,0,0,3,0,6,0,0,0,0,0,0,1,0,0,0,15,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,8,0,2,2,6,0,4,0,0,0,0,120,46,0,0,0,5,3,0,0,0,0,0,0,13,0,0,0,3,12,0,2,0,0,0,8,0,1,0,0,0,0,3,345,3,1,0,0,2,8,0,0,0,0,19,0,76,0,0,0,1,0,0,39,0,0,0,0,3,0,0,0,0,0,14,0,23,0,0,0,3,0,0,0,5,2,0,0,8,1,0,0,0,228,0,0,2,0,0,0,0,0,0,0,0,0,1,17,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,17,0,0,0,4,1,1,5
Cell_399,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,0,1,6,5,1,5,40,0,0,5,0,0,1,0,0,3,0,5,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,7,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,6,0,0,1,0,0,0,0,3,0,1,4,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,5,10,2,1,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,4,13,3,1,0,0,0,13,0,0,18,1,1,0,1,0,1,3,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,106,0,0,0,0,0,3,0,1,0,0,0,0,6,0,0,0,0,0,1,0,0,1,0,30,16,0,0,2,0,0,0,0,25,0,0,0,0,0,0,0,6,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,3,0,4,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,19,18,0,0,7,0,0,0,2,0,0,0,0,0,0,9,4,0,0
Cell_400,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,11,4,0,0,0,15,0,1,0,0,0,1,0,0,0,0,2,6,0,2,0,0,0,0,1,0,3,7,0,0,0,2,0,14,0,2,0,6,0,0,0,0,0,0,1,2,1,0,4,8,9,0,0,0,0,0,6,0,4,0,0,1,0,0,0,0,0,4,0,1,0,0,1,0,0,3,0,0,0,0,0,1,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,17,0,0,0,4,0,0,1,6,16,0,3,1,0,0,0,0,0,0,0,2,2,0,0,0,3,0,0,0,0,164,0,0,0,0,0,0,3,0,0,2,0,31,0,230,0,6,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,2,1,0,0,0,0,0,0,2,10,0,0,6,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,4,0,1,4,0,0,0,0,0,7,0,1,0,0,0,1,0,9,5,0,0,0,0,0,0,0,0,0,9,0,26,0,0,0,3,0,28,0,1,1,1,13,1,0,0,0,0,0,0,0,1,0,0,0,6,2,0,0,1,4,0,0,0,0,0,4,1,0,0,1,0,0,3
Cell_401,8,0,0,2,0,0,0,0,0,0,1,5,0,10,0,0,2,1,1,6,0,6,0,6,0,0,0,0,0,0,5,0,0,7,22,0,0,0,0,0,0,0,2,5,0,1,0,0,0,0,0,0,0,3,0,0,1,0,0,0,5,0,0,0,0,3,0,0,0,44,0,1,0,0,6,0,0,0,6,0,6,0,3,0,0,0,0,0,0,1,6,0,0,4,0,0,0,8,1,1,0,0,4,2,0,6,0,0,1,0,0,0,15,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,3,0,0,4,0,18,0,0,0,0,0,0,0,8,0,1,0,1,0,2,0,5,0,1,21,1,0,0,0,0,3,32,0,3,0,1,0,2,0,0,0,0,0,29,0,0,0,3,0,0,0,0,5,5,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,1,0,6,0,1,0,0,0,0,0,4,3,0,0,0,54,0,0,0,0,0,0,2,0,4,1,1,0,9,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,0,6,0,0,16,0,0,3,0,0,11,1,0,2,2,0,0,0,0,0,0,0,0,2,0,0,1,0,1,6,29,0,1,0,0,0,0,0,0,17,1,0,22,5,0,0,0
Cell_402,1,1,0,0,0,0,1,11,551,1,0,0,0,0,0,0,14,0,0,7,0,6,0,1,0,0,0,0,0,0,0,2,0,0,0,0,200,0,0,491,0,0,0,3,1,4,0,8,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0,0,1,0,1,0,0,0,0,0,0,0,3,1,0,0,11,0,13,0,0,1,0,0,33,0,0,1,0,0,0,0,1,0,0,0,0,0,6,0,2,0,0,4,3,0,0,2,0,0,0,0,0,0,54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,2,0,0,1,0,75,0,8,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,0,0,0,0,1,0,0,0,0,3,2,0,1,0,0,0,0,0,0,8,0,17,0,0,0,0,0,0,32,0,0,0,0,1,0,0,1,0,0,1,0,248,1,0,0,0,0,0,0,2,0,0,0,2,1,0,1,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,34,0,0,0,3,10,1,0,0,0,0,9,0,0,18,0,13,0,0
Cell_403,0,0,0,0,0,0,1,8,0,0,0,0,1,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,2,99,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,7,0,0,2,11,0,0,0,1,2,0,2,0,5,0,0,2,0,0,2,0,0,2,2,2,4,1,0,0,8,0,0,1,0,0,9,0,1,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,10,0,0,2,0,0,0,0,0,5,0,0,0,192,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,0,6,0,0,0,0,0,51,0,0,1,23,0,0,15,0,19,0,0,5,0,0,0,3,0,0,0,0,3,0,0,114,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,99,0,1,0,0,0,0,0,0,0,0,0,4,1,0,1,0,1,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,1,1,0,0,56,0,0,0,1,0,0,0,2,1,0,0,0,0,6,10,0,0,0,0,0,0,0,1,0,4,0,0,4,0,0,0,1,89,8,0,0,0,0,0,0,0,0,10,0,0,0,33,19,0,0
Cell_404,4,0,0,0,0,11,0,0,4,0,1,71,1,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,7,0,19,3,2,0,1,0,25,15,0,0,0,0,0,1,0,2,0,0,1,1,1,0,0,0,1,1,0,2,3,2,1,0,0,0,0,0,4,0,14,0,0,1,4,0,0,0,15,0,0,0,0,0,0,0,0,2,1,1,0,0,0,5,0,0,0,0,0,0,0,0,9,0,2,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,21,2,0,0,0,0,2,29,1,0,5,2,0,0,1,0,89,0,7,22,0,2,0,0,0,2,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,13,0,0,1,0,6,1,1,0,1,0,0,0,0,0,1,2,0,0,59,0,0,0,21,0,0,0,2,0,1,2,0,8,0,0,0,3,0,1,0,6,1,0,0,1,0,0,1,0,17,0,0,0,0,2,0,0,7,0,0,3,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,10,17,9,0,0,2,0,1,0,1,0,41,0,0,17,19,2,0,0
Cell_405,9,0,0,0,0,0,1,9,6,1,1,6,0,0,0,0,0,0,0,1,0,7,1,1,1,0,0,2,0,0,0,0,3,0,81,0,0,2,0,0,0,0,2,8,0,3,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,3,0,0,1,0,2,0,0,0,1,0,0,0,2,0,0,7,1,1,2,0,0,0,0,2,0,0,0,0,0,4,0,0,0,2,0,0,14,0,0,1,2,1,27,15,3,0,0,1,0,0,0,0,0,1,0,0,0,3,2,6,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,11,0,2,0,0,0,0,0,0,1,0,0,0,3,0,0,3,0,54,0,0,0,0,5,2,3,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,134,0,127,0,1,0,0,0,6,1,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,1,0,0,0,11,7,0,0,3,4,0,2,1,8,0,0,0,0,0,1,0,2,1,1,0,1,0,51,0,1,0,13,6,0,0,0,0,0,3,0,1,0,0,0,0,0,13,5,0,0,0,0,0,3,0,0,5,0,0,1,7,9,0,186
Cell_406,2,0,0,0,11,5,0,0,0,0,0,5,1,0,0,0,4,3,0,0,0,0,0,8,1,0,0,0,1,0,1,0,2,0,0,0,59,0,0,0,6,1,0,0,0,0,0,1,0,27,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,5,0,0,0,0,0,1,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,16,0,0,6,0,0,5,0,4,0,0,0,1,0,0,1,1,0,0,1,0,2,2,24,0,1,0,5,42,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,13,0,7,1,0,0,0,0,0,0,3,0,0,0,4,0,1,0,1,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,1,0,1,18,1,0,0,2,5,0,0,0,5,1,0,0,0,0,0,0,0,0,0,8,0,26,0,1,1,0,0,0,0,1,2,0,0,56,2,0,0,0,3,0,0,0,0,3,0,2,0,0,0,4,0,0,10,1,1,2,0,0,0,0,0,0,0,4,0,1,1,0,0,0,6,9,1,0,0,0,0,1,0,0,0,9,0,0,0,4,0,1,0
Cell_407,3,0,0,0,16,0,0,2,7,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,13,2,1,0,0,1,0,0,0,0,2,0,0,0,1,2,5,1,0,1,0,5,0,0,0,0,4,1,0,0,3,0,1,4,0,0,0,0,3,0,0,0,0,0,1,0,4,0,3,0,0,0,10,1,0,0,0,2,1,1,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,3,0,2,0,0,0,6,2,14,0,0,0,0,0,0,0,0,0,1,1,7,0,0,0,0,3,0,99,0,3,0,0,0,1,5,0,2,0,1,0,0,11,0,0,0,178,10,0,0,0,0,3,0,0,20,14,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,1,2,0,0,3,38,7,0,31,0,0,0,0,0,0,0,0,0,16,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2,0,0,1,0,0,0,2,0,0,0,0,0,0,3,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,5,7,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,5,3,6,0,0,0,0,0,0,0,0,0,0,0,14,6,0,0,39
Cell_408,3,0,0,2,0,3,0,0,0,0,3,25,0,0,0,0,12,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,2,8,0,0,0,0,99,0,0,10,0,0,0,10,0,1,54,0,0,1,1,0,0,6,1,0,0,0,0,0,0,2,23,0,0,0,199,0,0,0,0,0,1,5,0,0,0,0,0,2,0,1,0,0,0,0,0,0,9,0,1,0,0,0,5,0,1,0,0,2,1,1,0,0,0,1,0,0,0,178,7,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,1,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,0,0,0,0,0,67,2,0,2,0,0,0,0,0,28,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,1,0,1,0,0,9,0,0,0,4,0,0,0,0,1,0,0,0,0,15,0,2,10,0,0,6,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,2,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,33,0,0,3,0,0,1,0,0,0,0,0,1,0,1,0,1,3,0,1,0,0,0,0,4,17,1,0,0,3,0,0,0,0,0,0,0,0,23,17,8,0,0
Cell_409,6,0,0,1,10,0,0,0,11,0,0,1,0,0,0,0,0,19,0,1,0,0,0,2,0,0,0,0,1,0,0,4,0,0,58,0,0,0,0,0,0,0,0,39,0,1,8,1,0,0,0,0,0,2,3,0,2,0,0,0,8,0,0,0,0,1,12,1,0,141,0,0,3,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,65,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,3,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,5,2,0,0,0,0,0,250,10,0,0,0,0,0,0,1,0,2,0,1,0,0,0,1,0,0,0,2,4,0,1,4,0,0,6,13,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,1,0,0,1,0,1,0,0,0,58,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,31,0,0,0,2,0,0,1,16,0,0,1,0,0,0,0,5,0,0,0,0,1,0,0,4,0,0,0,1,0,0,0,11,0,0,0,0,0,2,0,0,2,0,0,0,4,4,0,0,2,0,0,0,0,2,0,1,0,0,4,4,2,0,53
Cell_410,3,0,0,0,0,11,0,1,0,0,2,1,0,4,0,0,0,0,1,0,0,0,1,2,0,0,0,5,0,0,1,0,0,0,13,1,0,0,0,9,3,0,0,0,0,0,10,3,0,2,0,5,0,0,0,0,0,7,0,0,1,0,5,0,3,0,1,1,0,1,0,0,1,0,31,0,0,0,8,1,0,0,6,0,0,0,0,0,0,10,0,23,4,10,0,0,0,0,0,1,0,0,1,1,0,1,3,0,1,0,0,0,12,0,3,9,0,0,0,0,2,1,0,0,0,44,0,0,0,0,0,0,4,10,54,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,21,0,0,0,0,0,0,9,0,0,0,0,0,0,2,0,4,0,0,0,5,0,0,0,0,0,0,8,11,0,0,6,0,0,0,0,0,0,0,0,0,0,7,0,0,1,1,0,0,0,35,0,0,1,0,0,0,0,0,0,0,2,0,41,0,0,0,0,0,13,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,56,4,0,0,1,0,0,2,0,0,0,0,0,42,13,9,0,2
Cell_411,3,0,0,3,0,0,0,7,3138,0,0,2,0,1,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,3,0,1,0,0,0,16,2,0,0,0,0,0,3,10,1,2,0,2,0,11,0,0,0,15,0,0,1,2,5,1,1,0,0,0,0,0,0,0,0,0,9,0,1,0,9,0,1,1,2,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,3,14,0,4,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,38,0,2,0,2,0,1,0,0,0,0,0,20,0,458,0,0,3,1,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,3,1,0,0,0,1,0,0,6,53,2,0,0,0,1,13,0,0,0,0,0,2,29,0,0,6,0,0,1,0,0,1,0,0,6,1,0,0,0,0,6,0,0,0,4,1,1,0,0,0,11,0,0,0,28,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,10,6,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,21,1,12,0,0,1,1,0,0,0,0,0,0,0,38,0,5,0,0
Cell_412,7,0,0,1,0,0,1,2,209,0,0,0,0,0,0,0,0,0,0,0,0,15,3,3,0,0,0,0,0,0,0,0,0,1,0,0,10,1,0,38,4,0,1,2,0,1,0,0,0,20,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,17,1,0,4,0,3,0,0,1,5,0,0,0,0,0,0,0,0,2,0,3,0,10,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,1,0,0,0,14,8,99,1,0,0,0,1,0,0,0,9,0,0,0,0,0,1,0,0,0,120,0,3,0,0,0,0,5,0,0,0,0,0,1,5,0,1,0,0,11,0,1,0,0,0,3,0,1,0,0,0,298,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,13,0,0,9,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,66,47,3,2,0,6,0,1,0,5,4,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,1,0,1,0,0,2,0,0,1,4,13,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,3,0,0,4,0,6,0,2
Cell_413,6,0,0,2,9,22,0,0,0,0,7,3,1,0,0,1,1,25,0,0,0,3,0,0,0,0,0,5,2,0,0,0,0,10,0,0,0,0,0,4,3,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,1,0,0,4,2,0,0,0,0,0,0,0,24,5,0,0,0,0,4,0,0,0,0,0,0,0,15,1,0,0,0,0,0,18,10,9,1,0,0,1,0,0,0,2,0,0,0,0,0,0,31,0,0,2,1,5,0,2,0,0,0,0,0,0,1802,0,0,46,1,0,0,0,0,0,0,1,9,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,9,3,0,0,0,2,4,0,0,13,1,0,63,0,0,0,1,0,0,0,0,1,50,3,0,0,0,0,0,0,5,0,12,0,3,0,5,93,0,0,0,0,9,0,0,0,1,1,0,0,0,382,0,0,0,0,0,0,1,0,0,0,2,33,0,0,0,0,0,0,1,0,0,0,0,1,0,23,2,0,0,13,0,0,0,0,4,0,0,3,0,0,0,3,0,1,4,3,1,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,9,0,0,4,2,0,0,0
