Gene 1	Gene 2	Weight	Network group	Network
CD62L	ADAM8	0.005993067	Co-expression	Arijs-Rutgeerts-2009
CD62L	STK10	0.0067593497	Co-expression	Arijs-Rutgeerts-2009
CD62L	ACTN1	0.0058680614	Co-expression	Arijs-Rutgeerts-2009
CD62L	CD45	0.0059410958	Co-expression	Arijs-Rutgeerts-2009
CD62L	CD69	0.0050743786	Co-expression	Arijs-Rutgeerts-2009
CD62L	CD127	0.0019803972	Co-expression	Arijs-Rutgeerts-2009
CD62L	EMP3	0.00089090946	Co-expression	Arijs-Rutgeerts-2009
CD62L	FGR	0.001647627	Co-expression	Arijs-Rutgeerts-2009
CD62L	ADRB2	0.0031910976	Co-expression	Arijs-Rutgeerts-2009
CD62L	CD14	0.0032008193	Co-expression	Arijs-Rutgeerts-2009
CD62L	IL10RA	0.0010621718	Co-expression	Arijs-Rutgeerts-2009
CD62L	CD18	0.006878658	Co-expression	Arijs-Rutgeerts-2009
RPS5	C6orf48	0.0061530964	Co-expression	Arijs-Rutgeerts-2009
RPS5	RSL1D1	0.0101230545	Co-expression	Arijs-Rutgeerts-2009
RPS5	EIF3L	0.0074657504	Co-expression	Arijs-Rutgeerts-2009
RPS5	EIF3E	0.015056484	Co-expression	Arijs-Rutgeerts-2009
EEF2	THAP7	0.017089806	Co-expression	Arijs-Rutgeerts-2009
FLNA	IL17RA	0.009993022	Co-expression	Arijs-Rutgeerts-2009
FLNA	APBA2	0.009302007	Co-expression	Arijs-Rutgeerts-2009
FLNA	LGALS1	0.0019418357	Co-expression	Arijs-Rutgeerts-2009
FLNA	TGFBR3	0.0048736497	Co-expression	Arijs-Rutgeerts-2009
FLNA	EMP3	0.001445983	Co-expression	Arijs-Rutgeerts-2009
APEX1	RSL1D1	0.0053823567	Co-expression	Arijs-Rutgeerts-2009
APEX1	EIF3L	0.0034289665	Co-expression	Arijs-Rutgeerts-2009
APEX1	TRMT1	0.006576526	Co-expression	Arijs-Rutgeerts-2009
APEX1	TBC1D4	0.003569355	Co-expression	Arijs-Rutgeerts-2009
APEX1	EIF3E	0.007294951	Co-expression	Arijs-Rutgeerts-2009
APEX1	RPS5	0.0043195505	Co-expression	Arijs-Rutgeerts-2009
CD49D	PATL2	0.006694141	Co-expression	Arijs-Rutgeerts-2009
CD49D	RNF166	0.003819179	Co-expression	Arijs-Rutgeerts-2009
CD49D	TIGIT	0.0022047071	Co-expression	Arijs-Rutgeerts-2009
CD49D	CD272	0.0022162488	Co-expression	Arijs-Rutgeerts-2009
CD49D	ZNF101	0.0074723884	Co-expression	Arijs-Rutgeerts-2009
CD49D	FCRL3	0.0028271815	Co-expression	Arijs-Rutgeerts-2009
CD49D	GIMAP2	0.0048962478	Co-expression	Arijs-Rutgeerts-2009
CD49D	CD28	0.0076765213	Co-expression	Arijs-Rutgeerts-2009
CD49D	LEF1	0.008171086	Co-expression	Arijs-Rutgeerts-2009
CD49D	PSIP1	0.007242823	Co-expression	Arijs-Rutgeerts-2009
CD49D	CCR6	0.004019026	Co-expression	Arijs-Rutgeerts-2009
CD49D	RGS19	0.0024923037	Co-expression	Arijs-Rutgeerts-2009
CD49D	CD197	0.0028176038	Co-expression	Arijs-Rutgeerts-2009
CD49D	CAMK4	0.0069186646	Co-expression	Arijs-Rutgeerts-2009
CD49D	PRKCB	0.008435437	Co-expression	Arijs-Rutgeerts-2009
CD49D	FCMR	0.0022712827	Co-expression	Arijs-Rutgeerts-2009
CD49D	CD4	0.006280809	Co-expression	Arijs-Rutgeerts-2009
CD49D	CD3E	0.0024749022	Co-expression	Arijs-Rutgeerts-2009
CD49D	GZMK	0.004216479	Co-expression	Arijs-Rutgeerts-2009
CD49D	ATM	0.0073099458	Co-expression	Arijs-Rutgeerts-2009
CD49D	CD3G	0.004711328	Co-expression	Arijs-Rutgeerts-2009
CD49D	CXCR4	0.0027839153	Co-expression	Arijs-Rutgeerts-2009
CD49D	CD52	0.0020543237	Co-expression	Arijs-Rutgeerts-2009
CD49D	CD2	0.0032382428	Co-expression	Arijs-Rutgeerts-2009
CD49D	CD19	0.0017124787	Co-expression	Arijs-Rutgeerts-2009
CD49D	CD3D	0.0036345709	Co-expression	Arijs-Rutgeerts-2009
CD49D	IL10RA	0.0013768268	Co-expression	Arijs-Rutgeerts-2009
CD49D	CD27	0.0015798907	Co-expression	Arijs-Rutgeerts-2009
BIRC3	SLC40A1	0.016739096	Co-expression	Arijs-Rutgeerts-2009
MYC	CASP2	0.009541234	Co-expression	Arijs-Rutgeerts-2009
MYC	TRMT1	0.01090551	Co-expression	Arijs-Rutgeerts-2009
MYC	FKBP5	0.009603506	Co-expression	Arijs-Rutgeerts-2009
MYC	TMEM123	0.0033359276	Co-expression	Arijs-Rutgeerts-2009
MYC	LDHB	0.0020266026	Co-expression	Arijs-Rutgeerts-2009
MYC	APEX1	0.0029533582	Co-expression	Arijs-Rutgeerts-2009
LCK	TTC39C	0.008849056	Co-expression	Arijs-Rutgeerts-2009
LCK	RNF214	0.006879526	Co-expression	Arijs-Rutgeerts-2009
LCK	TIGIT	0.003211732	Co-expression	Arijs-Rutgeerts-2009
LCK	CD272	0.0030322724	Co-expression	Arijs-Rutgeerts-2009
LCK	FCRL3	0.0042032143	Co-expression	Arijs-Rutgeerts-2009
LCK	TESPA1	0.011093437	Co-expression	Arijs-Rutgeerts-2009
LCK	CD6	0.008892357	Co-expression	Arijs-Rutgeerts-2009
LCK	ARHGAP45	0.010070798	Co-expression	Arijs-Rutgeerts-2009
LCK	BACH2	0.0062094564	Co-expression	Arijs-Rutgeerts-2009
LCK	PIK3IP1	0.0097698765	Co-expression	Arijs-Rutgeerts-2009
LCK	PASK	0.011565651	Co-expression	Arijs-Rutgeerts-2009
LCK	TCF7	0.0076110144	Co-expression	Arijs-Rutgeerts-2009
LCK	TXK	0.006556081	Co-expression	Arijs-Rutgeerts-2009
LCK	CCR6	0.0058080493	Co-expression	Arijs-Rutgeerts-2009
LCK	LTB	0.009374846	Co-expression	Arijs-Rutgeerts-2009
LCK	CD197	0.0037470523	Co-expression	Arijs-Rutgeerts-2009
LCK	CD161	0.005168234	Co-expression	Arijs-Rutgeerts-2009
LCK	CAMK4	0.010681089	Co-expression	Arijs-Rutgeerts-2009
LCK	FCMR	0.0032396812	Co-expression	Arijs-Rutgeerts-2009
LCK	CD3E	0.0040758816	Co-expression	Arijs-Rutgeerts-2009
LCK	MAL	0.004344002	Co-expression	Arijs-Rutgeerts-2009
LCK	CD3G	0.007172974	Co-expression	Arijs-Rutgeerts-2009
LCK	CD52	0.0028828278	Co-expression	Arijs-Rutgeerts-2009
LCK	CD2	0.0046170573	Co-expression	Arijs-Rutgeerts-2009
LCK	CD19	0.0023985708	Co-expression	Arijs-Rutgeerts-2009
LCK	CD3D	0.0059246356	Co-expression	Arijs-Rutgeerts-2009
LCK	CD27	0.00198289	Co-expression	Arijs-Rutgeerts-2009
LCK	CD49D	0.0029531836	Co-expression	Arijs-Rutgeerts-2009
CD247	TIGIT	0.007823243	Co-expression	Arijs-Rutgeerts-2009
CD247	TXK	0.023433374	Co-expression	Arijs-Rutgeerts-2009
CD247	CD3E	0.010992064	Co-expression	Arijs-Rutgeerts-2009
CD247	GZMK	0.016923914	Co-expression	Arijs-Rutgeerts-2009
CD247	CXCR4	0.008382564	Co-expression	Arijs-Rutgeerts-2009
CD247	CD2	0.011837425	Co-expression	Arijs-Rutgeerts-2009
CD247	CD122	0.015406469	Co-expression	Arijs-Rutgeerts-2009
CD247	CD3D	0.015557445	Co-expression	Arijs-Rutgeerts-2009
CD247	IL10RA	0.0040246593	Co-expression	Arijs-Rutgeerts-2009
CD247	CD27	0.0046470114	Co-expression	Arijs-Rutgeerts-2009
CD247	LCK	0.010478929	Co-expression	Arijs-Rutgeerts-2009
ITGAL	PATL2	0.0060440167	Co-expression	Arijs-Rutgeerts-2009
ITGAL	TTC39C	0.0056081186	Co-expression	Arijs-Rutgeerts-2009
ITGAL	CMTM7	0.0033872498	Co-expression	Arijs-Rutgeerts-2009
ITGAL	RNF214	0.0044378224	Co-expression	Arijs-Rutgeerts-2009
ITGAL	TIGIT	0.0020935778	Co-expression	Arijs-Rutgeerts-2009
ITGAL	MYO1G	0.004171666	Co-expression	Arijs-Rutgeerts-2009
ITGAL	CD272	0.0020053645	Co-expression	Arijs-Rutgeerts-2009
ITGAL	GITR	0.0060149333	Co-expression	Arijs-Rutgeerts-2009
ITGAL	RASGRP2	0.00678452	Co-expression	Arijs-Rutgeerts-2009
ITGAL	TBX21	0.0033488788	Co-expression	Arijs-Rutgeerts-2009
ITGAL	GIMAP5	0.0039482126	Co-expression	Arijs-Rutgeerts-2009
ITGAL	CCM2	0.0037525757	Co-expression	Arijs-Rutgeerts-2009
ITGAL	SYNE1	0.0057946667	Co-expression	Arijs-Rutgeerts-2009
ITGAL	CD6	0.006344246	Co-expression	Arijs-Rutgeerts-2009
ITGAL	CD28	0.0067381505	Co-expression	Arijs-Rutgeerts-2009
ITGAL	TNFSF8	0.008041724	Co-expression	Arijs-Rutgeerts-2009
ITGAL	PSIP1	0.0063949446	Co-expression	Arijs-Rutgeerts-2009
ITGAL	PASK	0.006502495	Co-expression	Arijs-Rutgeerts-2009
ITGAL	RGS19	0.0022682997	Co-expression	Arijs-Rutgeerts-2009
ITGAL	KCNAB2	0.0068569994	Co-expression	Arijs-Rutgeerts-2009
ITGAL	CD5	0.0061741364	Co-expression	Arijs-Rutgeerts-2009
ITGAL	CD4	0.005715668	Co-expression	Arijs-Rutgeerts-2009
ITGAL	STK10	0.007877313	Co-expression	Arijs-Rutgeerts-2009
ITGAL	CD3E	0.0023118067	Co-expression	Arijs-Rutgeerts-2009
ITGAL	MAL	0.0025758366	Co-expression	Arijs-Rutgeerts-2009
ITGAL	GZMK	0.0037848842	Co-expression	Arijs-Rutgeerts-2009
ITGAL	ATM	0.006632525	Co-expression	Arijs-Rutgeerts-2009
ITGAL	CD3G	0.00455177	Co-expression	Arijs-Rutgeerts-2009
ITGAL	CD2	0.002854838	Co-expression	Arijs-Rutgeerts-2009
ITGAL	CD19	0.0015861029	Co-expression	Arijs-Rutgeerts-2009
ITGAL	CD3D	0.0032607613	Co-expression	Arijs-Rutgeerts-2009
ITGAL	IL10RA	0.00125648	Co-expression	Arijs-Rutgeerts-2009
ITGAL	CD27	0.0014060235	Co-expression	Arijs-Rutgeerts-2009
ITGAL	CD49D	0.002006855	Co-expression	Arijs-Rutgeerts-2009
ITGAL	LCK	0.0026641816	Co-expression	Arijs-Rutgeerts-2009
ITGAL	CD247	0.0060587055	Co-expression	Arijs-Rutgeerts-2009
ZAP70	TTC39C	0.013652253	Co-expression	Arijs-Rutgeerts-2009
ZAP70	TIGIT	0.004387163	Co-expression	Arijs-Rutgeerts-2009
ZAP70	CD272	0.00411722	Co-expression	Arijs-Rutgeerts-2009
ZAP70	CD6	0.013884503	Co-expression	Arijs-Rutgeerts-2009
ZAP70	ARHGAP45	0.017131811	Co-expression	Arijs-Rutgeerts-2009
ZAP70	PIK3IP1	0.014112379	Co-expression	Arijs-Rutgeerts-2009
ZAP70	PASK	0.016495703	Co-expression	Arijs-Rutgeerts-2009
ZAP70	TCF7	0.011190049	Co-expression	Arijs-Rutgeerts-2009
ZAP70	TXK	0.0107893	Co-expression	Arijs-Rutgeerts-2009
ZAP70	CCR6	0.008010026	Co-expression	Arijs-Rutgeerts-2009
ZAP70	CD197	0.0051352833	Co-expression	Arijs-Rutgeerts-2009
ZAP70	CAMK4	0.015304428	Co-expression	Arijs-Rutgeerts-2009
ZAP70	FCMR	0.004418907	Co-expression	Arijs-Rutgeerts-2009
ZAP70	CD3E	0.0061449837	Co-expression	Arijs-Rutgeerts-2009
ZAP70	MAL	0.0066974335	Co-expression	Arijs-Rutgeerts-2009
ZAP70	CD3G	0.01078143	Co-expression	Arijs-Rutgeerts-2009
ZAP70	CD52	0.0038382164	Co-expression	Arijs-Rutgeerts-2009
ZAP70	CD2	0.0064169792	Co-expression	Arijs-Rutgeerts-2009
ZAP70	CD19	0.0033735186	Co-expression	Arijs-Rutgeerts-2009
ZAP70	CD3D	0.00839473	Co-expression	Arijs-Rutgeerts-2009
ZAP70	CD27	0.002659842	Co-expression	Arijs-Rutgeerts-2009
ZAP70	CD49D	0.0039548455	Co-expression	Arijs-Rutgeerts-2009
ZAP70	LCK	0.006411108	Co-expression	Arijs-Rutgeerts-2009
ZAP70	CD247	0.014596794	Co-expression	Arijs-Rutgeerts-2009
ZAP70	ITGAL	0.0036043117	Co-expression	Arijs-Rutgeerts-2009
TRAF3IP3	CD272	0.007946778	Co-expression	Arijs-Rutgeerts-2009
TRAF3IP3	FCRL3	0.01105253	Co-expression	Arijs-Rutgeerts-2009
TRAF3IP3	TCF7	0.021067696	Co-expression	Arijs-Rutgeerts-2009
TRAF3IP3	TXK	0.01973602	Co-expression	Arijs-Rutgeerts-2009
TRAF3IP3	CCR6	0.014236529	Co-expression	Arijs-Rutgeerts-2009
TRAF3IP3	CD197	0.009612077	Co-expression	Arijs-Rutgeerts-2009
TRAF3IP3	CAMK4	0.031012252	Co-expression	Arijs-Rutgeerts-2009
TRAF3IP3	FCMR	0.0086080395	Co-expression	Arijs-Rutgeerts-2009
TRAF3IP3	CD52	0.007151272	Co-expression	Arijs-Rutgeerts-2009
TRAF3IP3	CD19	0.0061991136	Co-expression	Arijs-Rutgeerts-2009
TRAF3IP3	CD3D	0.013559063	Co-expression	Arijs-Rutgeerts-2009
TRAF3IP3	CD27	0.004936082	Co-expression	Arijs-Rutgeerts-2009
TRAF3IP3	CD49D	0.007209743	Co-expression	Arijs-Rutgeerts-2009
TRAF3IP3	LCK	0.010944574	Co-expression	Arijs-Rutgeerts-2009
TRAF3IP3	ZAP70	0.015225924	Co-expression	Arijs-Rutgeerts-2009
CD48	PATL2	0.02896494	Co-expression	Arijs-Rutgeerts-2009
CD48	C1orf162	0.012052169	Co-expression	Arijs-Rutgeerts-2009
CD48	CD272	0.00803127	Co-expression	Arijs-Rutgeerts-2009
CD48	RGS19	0.009353887	Co-expression	Arijs-Rutgeerts-2009
CD48	CD197	0.01058727	Co-expression	Arijs-Rutgeerts-2009
CD48	FCMR	0.008326179	Co-expression	Arijs-Rutgeerts-2009
CD48	CD52	0.0073514637	Co-expression	Arijs-Rutgeerts-2009
CD48	CD127	0.008783425	Co-expression	Arijs-Rutgeerts-2009
CD48	CD62L	0.0058298367	Co-expression	Arijs-Rutgeerts-2009
CD48	CD49D	0.007815906	Co-expression	Arijs-Rutgeerts-2009
ITK	TIGIT	0.00259724	Co-expression	Arijs-Rutgeerts-2009
ITK	CD272	0.0024805486	Co-expression	Arijs-Rutgeerts-2009
ITK	ZNF101	0.008821032	Co-expression	Arijs-Rutgeerts-2009
ITK	TESPA1	0.009372315	Co-expression	Arijs-Rutgeerts-2009
ITK	GIMAP2	0.00551596	Co-expression	Arijs-Rutgeerts-2009
ITK	RASGRP2	0.008722995	Co-expression	Arijs-Rutgeerts-2009
ITK	SYNE1	0.007755735	Co-expression	Arijs-Rutgeerts-2009
ITK	CD6	0.008171547	Co-expression	Arijs-Rutgeerts-2009
ITK	CD28	0.009635597	Co-expression	Arijs-Rutgeerts-2009
ITK	LEF1	0.009235013	Co-expression	Arijs-Rutgeerts-2009
ITK	PASK	0.008583766	Co-expression	Arijs-Rutgeerts-2009
ITK	NPAT	0.0066263666	Co-expression	Arijs-Rutgeerts-2009
ITK	TXK	0.00533971	Co-expression	Arijs-Rutgeerts-2009
ITK	CCR6	0.004252564	Co-expression	Arijs-Rutgeerts-2009
ITK	KCNAB2	0.008560106	Co-expression	Arijs-Rutgeerts-2009
ITK	CD5	0.007685131	Co-expression	Arijs-Rutgeerts-2009
ITK	CD197	0.0035486224	Co-expression	Arijs-Rutgeerts-2009
ITK	CAMK4	0.009011407	Co-expression	Arijs-Rutgeerts-2009
ITK	PRKCB	0.009312418	Co-expression	Arijs-Rutgeerts-2009
ITK	FCMR	0.0024784124	Co-expression	Arijs-Rutgeerts-2009
ITK	CD3E	0.003110982	Co-expression	Arijs-Rutgeerts-2009
ITK	CD8	0.0050420277	Co-expression	Arijs-Rutgeerts-2009
ITK	MAL	0.0038679603	Co-expression	Arijs-Rutgeerts-2009
ITK	GZMK	0.0055554803	Co-expression	Arijs-Rutgeerts-2009
ITK	ATM	0.008172108	Co-expression	Arijs-Rutgeerts-2009
ITK	CD3G	0.0066414988	Co-expression	Arijs-Rutgeerts-2009
ITK	CXCR4	0.0032287792	Co-expression	Arijs-Rutgeerts-2009
ITK	CD52	0.0023425473	Co-expression	Arijs-Rutgeerts-2009
ITK	CD2	0.004236425	Co-expression	Arijs-Rutgeerts-2009
ITK	CD3D	0.004950162	Co-expression	Arijs-Rutgeerts-2009
ITK	IL10RA	0.0014932721	Co-expression	Arijs-Rutgeerts-2009
ITK	CD27	0.0017750182	Co-expression	Arijs-Rutgeerts-2009
ITK	CD49D	0.0025622833	Co-expression	Arijs-Rutgeerts-2009
ITK	LCK	0.0035847123	Co-expression	Arijs-Rutgeerts-2009
ITK	CD247	0.008268214	Co-expression	Arijs-Rutgeerts-2009
ITK	ITGAL	0.0021956044	Co-expression	Arijs-Rutgeerts-2009
ITK	ZAP70	0.0050150673	Co-expression	Arijs-Rutgeerts-2009
ITK	TRAF3IP3	0.008556239	Co-expression	Arijs-Rutgeerts-2009
ITK	CD48	0.008964723	Co-expression	Arijs-Rutgeerts-2009
FYB1	SNX20	0.028314222	Co-expression	Arijs-Rutgeerts-2009
FYB1	C1orf162	0.010619785	Co-expression	Arijs-Rutgeerts-2009
FYB1	GIMAP2	0.016567592	Co-expression	Arijs-Rutgeerts-2009
FYB1	LILRB1	0.012899483	Co-expression	Arijs-Rutgeerts-2009
FYB1	GPR183	0.007362088	Co-expression	Arijs-Rutgeerts-2009
FYB1	CD45	0.026255822	Co-expression	Arijs-Rutgeerts-2009
FYB1	CD127	0.008325006	Co-expression	Arijs-Rutgeerts-2009
FYB1	FGR	0.00651267	Co-expression	Arijs-Rutgeerts-2009
FYB1	CD18	0.029231783	Co-expression	Arijs-Rutgeerts-2009
FYB1	CD62L	0.005710893	Co-expression	Arijs-Rutgeerts-2009
CD53	CD272	0.009382736	Co-expression	Arijs-Rutgeerts-2009
CD53	RGS19	0.010883968	Co-expression	Arijs-Rutgeerts-2009
CD53	SH3BP5	0.007623347	Co-expression	Arijs-Rutgeerts-2009
CD53	CD52	0.007950349	Co-expression	Arijs-Rutgeerts-2009
CD53	CD19	0.0073963804	Co-expression	Arijs-Rutgeerts-2009
CD53	IL10RA	0.005875468	Co-expression	Arijs-Rutgeerts-2009
CD53	CD27	0.0060942476	Co-expression	Arijs-Rutgeerts-2009
CD53	CD62L	0.0067083878	Co-expression	Arijs-Rutgeerts-2009
CD53	CD49D	0.0090976	Co-expression	Arijs-Rutgeerts-2009
CD53	ITGAL	0.008504636	Co-expression	Arijs-Rutgeerts-2009
GZMA	KLRD1	0.018314475	Co-expression	Arijs-Rutgeerts-2009
GZMA	NKG7	0.012434043	Co-expression	Arijs-Rutgeerts-2009
GZMA	SLC9A3R1	0.0038812978	Co-expression	Arijs-Rutgeerts-2009
TRAT1	CD272	0.004672853	Co-expression	Arijs-Rutgeerts-2009
TRAT1	LEF1	0.018851155	Co-expression	Arijs-Rutgeerts-2009
TRAT1	CCR4	0.010500766	Co-expression	Arijs-Rutgeerts-2009
TRAT1	CD5	0.015176937	Co-expression	Arijs-Rutgeerts-2009
TRAT1	CD197	0.0063304356	Co-expression	Arijs-Rutgeerts-2009
TRAT1	CAMK4	0.017405597	Co-expression	Arijs-Rutgeerts-2009
TRAT1	FKBP5	0.0145691745	Co-expression	Arijs-Rutgeerts-2009
TRAT1	FCMR	0.0046124477	Co-expression	Arijs-Rutgeerts-2009
TRAT1	NKG7	0.009487777	Co-expression	Arijs-Rutgeerts-2009
TRAT1	CD3E	0.0059801084	Co-expression	Arijs-Rutgeerts-2009
TRAT1	CD8	0.010769215	Co-expression	Arijs-Rutgeerts-2009
TRAT1	MAL	0.0067767794	Co-expression	Arijs-Rutgeerts-2009
TRAT1	GZMK	0.0126839075	Co-expression	Arijs-Rutgeerts-2009
TRAT1	CD3G	0.012618606	Co-expression	Arijs-Rutgeerts-2009
TRAT1	CXCR4	0.0068896827	Co-expression	Arijs-Rutgeerts-2009
TRAT1	CD52	0.0044138236	Co-expression	Arijs-Rutgeerts-2009
TRAT1	CD2	0.0081613595	Co-expression	Arijs-Rutgeerts-2009
TRAT1	CD3D	0.009074609	Co-expression	Arijs-Rutgeerts-2009
TRAT1	IL10RA	0.002764893	Co-expression	Arijs-Rutgeerts-2009
TRAT1	CD27	0.003424118	Co-expression	Arijs-Rutgeerts-2009
TRAT1	CD49D	0.0048403023	Co-expression	Arijs-Rutgeerts-2009
TRAT1	LCK	0.0066067395	Co-expression	Arijs-Rutgeerts-2009
TRAT1	CD247	0.015983405	Co-expression	Arijs-Rutgeerts-2009
TRAT1	ITGAL	0.0041445834	Co-expression	Arijs-Rutgeerts-2009
TRAT1	ITK	0.0065821605	Co-expression	Arijs-Rutgeerts-2009
AOAH	C1orf162	0.008703267	Co-expression	Arijs-Rutgeerts-2009
AOAH	GPR183	0.0059355823	Co-expression	Arijs-Rutgeerts-2009
AOAH	LGALS1	0.004562548	Co-expression	Arijs-Rutgeerts-2009
AOAH	EMP3	0.0028942798	Co-expression	Arijs-Rutgeerts-2009
AOAH	CD14	0.011803899	Co-expression	Arijs-Rutgeerts-2009
SLA	GPR155	0.0064382837	Co-expression	Arijs-Rutgeerts-2009
SLA	CMTM7	0.0031015342	Co-expression	Arijs-Rutgeerts-2009
SLA	TIM3	0.006131736	Co-expression	Arijs-Rutgeerts-2009
SLA	C1orf162	0.0028808455	Co-expression	Arijs-Rutgeerts-2009
SLA	SMAP2	0.0028121662	Co-expression	Arijs-Rutgeerts-2009
SLA	MYO1G	0.0041891253	Co-expression	Arijs-Rutgeerts-2009
SLA	GITR	0.005084255	Co-expression	Arijs-Rutgeerts-2009
SLA	PIK3R5	0.0076257326	Co-expression	Arijs-Rutgeerts-2009
SLA	SYNE1	0.0054336283	Co-expression	Arijs-Rutgeerts-2009
SLA	CTLA4	0.0070259115	Co-expression	Arijs-Rutgeerts-2009
SLA	ARL4C	0.0073494734	Co-expression	Arijs-Rutgeerts-2009
SLA	IL2RA	0.0065385816	Co-expression	Arijs-Rutgeerts-2009
SLA	TNFSF8	0.007978412	Co-expression	Arijs-Rutgeerts-2009
SLA	BIN2	0.0052112164	Co-expression	Arijs-Rutgeerts-2009
SLA	GZMB	0.0045707496	Co-expression	Arijs-Rutgeerts-2009
SLA	SELPLG	0.0073908134	Co-expression	Arijs-Rutgeerts-2009
SLA	RGS19	0.0021502264	Co-expression	Arijs-Rutgeerts-2009
SLA	KCNAB2	0.0065017445	Co-expression	Arijs-Rutgeerts-2009
SLA	ARHGAP25	0.0074560447	Co-expression	Arijs-Rutgeerts-2009
SLA	ELK3	0.007877454	Co-expression	Arijs-Rutgeerts-2009
SLA	SH3BP5	0.0016603761	Co-expression	Arijs-Rutgeerts-2009
SLA	GPR183	0.0020178768	Co-expression	Arijs-Rutgeerts-2009
SLA	STK10	0.007998891	Co-expression	Arijs-Rutgeerts-2009
SLA	GZMK	0.0034912997	Co-expression	Arijs-Rutgeerts-2009
SLA	CD3G	0.0040020333	Co-expression	Arijs-Rutgeerts-2009
SLA	CXCR4	0.0023715063	Co-expression	Arijs-Rutgeerts-2009
SLA	CD45	0.006621857	Co-expression	Arijs-Rutgeerts-2009
SLA	CD39	0.0017779074	Co-expression	Arijs-Rutgeerts-2009
SLA	CD2	0.0025173817	Co-expression	Arijs-Rutgeerts-2009
SLA	CD127	0.0022599373	Co-expression	Arijs-Rutgeerts-2009
SLA	EMP3	0.0010259683	Co-expression	Arijs-Rutgeerts-2009
SLA	CD38	0.0019558666	Co-expression	Arijs-Rutgeerts-2009
SLA	ADRB2	0.0036046365	Co-expression	Arijs-Rutgeerts-2009
SLA	IL10RA	0.0012899601	Co-expression	Arijs-Rutgeerts-2009
SLA	CD18	0.007308507	Co-expression	Arijs-Rutgeerts-2009
SLA	CD62L	0.0014958804	Co-expression	Arijs-Rutgeerts-2009
SLA	ITGAL	0.0016312005	Co-expression	Arijs-Rutgeerts-2009
SLA	CD48	0.006628646	Co-expression	Arijs-Rutgeerts-2009
SLA	CD53	0.0080553405	Co-expression	Arijs-Rutgeerts-2009
CD37	GCSAM	0.013974849	Co-expression	Arijs-Rutgeerts-2009
CD37	TIGIT	0.0071024685	Co-expression	Arijs-Rutgeerts-2009
CD37	FCRL3	0.011640892	Co-expression	Arijs-Rutgeerts-2009
CD37	FCMR	0.008353017	Co-expression	Arijs-Rutgeerts-2009
CD37	CD52	0.006530566	Co-expression	Arijs-Rutgeerts-2009
CD37	CD19	0.0060847844	Co-expression	Arijs-Rutgeerts-2009
CD37	CD27	0.004742461	Co-expression	Arijs-Rutgeerts-2009
CD37	LCK	0.009909481	Co-expression	Arijs-Rutgeerts-2009
CORO1A	PATL2	0.0047845514	Co-expression	Arijs-Rutgeerts-2009
CORO1A	GCSAM	0.0027249076	Co-expression	Arijs-Rutgeerts-2009
CORO1A	CMTM7	0.00267447	Co-expression	Arijs-Rutgeerts-2009
CORO1A	RNF166	0.002601755	Co-expression	Arijs-Rutgeerts-2009
CORO1A	TIGIT	0.0016632136	Co-expression	Arijs-Rutgeerts-2009
CORO1A	SMAP2	0.0021346086	Co-expression	Arijs-Rutgeerts-2009
CORO1A	MYO1G	0.0033511445	Co-expression	Arijs-Rutgeerts-2009
CORO1A	CD272	0.0017223789	Co-expression	Arijs-Rutgeerts-2009
CORO1A	GITR	0.004461107	Co-expression	Arijs-Rutgeerts-2009
CORO1A	ZNF101	0.005278218	Co-expression	Arijs-Rutgeerts-2009
CORO1A	FCRL3	0.0021876923	Co-expression	Arijs-Rutgeerts-2009
CORO1A	TESPA1	0.005994869	Co-expression	Arijs-Rutgeerts-2009
CORO1A	C6orf48	0.0020486384	Co-expression	Arijs-Rutgeerts-2009
CORO1A	RASGRP2	0.0059239827	Co-expression	Arijs-Rutgeerts-2009
CORO1A	CCM2	0.0032397932	Co-expression	Arijs-Rutgeerts-2009
CORO1A	CD28	0.0053990856	Co-expression	Arijs-Rutgeerts-2009
CORO1A	ARHGAP45	0.0050939308	Co-expression	Arijs-Rutgeerts-2009
CORO1A	BACH2	0.0035127974	Co-expression	Arijs-Rutgeerts-2009
CORO1A	LEF1	0.005387624	Co-expression	Arijs-Rutgeerts-2009
CORO1A	TNFSF8	0.006596701	Co-expression	Arijs-Rutgeerts-2009
CORO1A	BIN2	0.0042584552	Co-expression	Arijs-Rutgeerts-2009
CORO1A	PSIP1	0.005125441	Co-expression	Arijs-Rutgeerts-2009
CORO1A	RASSF1	0.0031639575	Co-expression	Arijs-Rutgeerts-2009
CORO1A	PASK	0.005121698	Co-expression	Arijs-Rutgeerts-2009
CORO1A	CCR6	0.0027083673	Co-expression	Arijs-Rutgeerts-2009
CORO1A	RGS19	0.0019343945	Co-expression	Arijs-Rutgeerts-2009
CORO1A	KCNAB2	0.0057068197	Co-expression	Arijs-Rutgeerts-2009
CORO1A	CD5	0.004715002	Co-expression	Arijs-Rutgeerts-2009
CORO1A	ARHGAP25	0.006624961	Co-expression	Arijs-Rutgeerts-2009
CORO1A	CD197	0.0019753356	Co-expression	Arijs-Rutgeerts-2009
CORO1A	PRKCB	0.0063866493	Co-expression	Arijs-Rutgeerts-2009
CORO1A	FCMR	0.0016868192	Co-expression	Arijs-Rutgeerts-2009
CORO1A	STK10	0.0066163484	Co-expression	Arijs-Rutgeerts-2009
CORO1A	CD3E	0.0017294135	Co-expression	Arijs-Rutgeerts-2009
